#Query ID	#Subject	#Subject accession	#Subject Taxonomy ID	#Identity percentage	#Coverage	#evalue	#bitscore	#Source	#Taxonomy
Otu14	Scomber scombrus voucher Fishegg268 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782831	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg396 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782829	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg116 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782828	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg106 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782826	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg048 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782825	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg062 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782824	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg206 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782821	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg395 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782820	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg183 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782818	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg205 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782816	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg445 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782814	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg210 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782813	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg055 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782810	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg387 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782809	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg265 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782808	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg406 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782798	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg422 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782793	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg195 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782789	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg380 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782787	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg388 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782786	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg416 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782784	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg072 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782779	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg297 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782776	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg152 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782775	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg101 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782774	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg094 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782772	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg044 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782766	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg411 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782762	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg259 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782761	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg016 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782760	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg283 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782759	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg390 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782745	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu14	Scomber scombrus voucher Fishegg375 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KX782744	13677	100.000	100	1.45e-157	560	Genbank	Eukaryota / Chordata / Actinopteri / Scombriformes / Scombridae / Scomber / Scomber scombrus
Otu15	Goniada maculata voucher TBLABR-058 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ023879	222001	83.548	100	4.44e-88	329	Genbank	Eukaryota / Annelida / Polychaeta / Phyllodocida / Goniadidae / Goniada / Goniada maculata
Otu15	Goniada maculata voucher TBLABR-050 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ023877	222001	83.548	100	4.44e-88	329	Genbank	Eukaryota / Annelida / Polychaeta / Phyllodocida / Goniadidae / Goniada / Goniada maculata
Otu15	Goniada maculata voucher TBLABR-171 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ023880	222001	83.226	100	5.42e-87	325	Genbank	Eukaryota / Annelida / Polychaeta / Phyllodocida / Goniadidae / Goniada / Goniada maculata
Otu15	Goniada maculata voucher TBLABR-055 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ023878	222001	83.226	100	5.42e-87	325	Genbank	Eukaryota / Annelida / Polychaeta / Phyllodocida / Goniadidae / Goniada / Goniada maculata
Otu15	Phyllodoce lineata cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KF808169	1436077	82.903	100	2.30e-85	320	Genbank	Eukaryota / Annelida / Polychaeta / Phyllodocida / Phyllodocidae / Phyllodoce / Phyllodoce lineata
Otu15	Goniada sp. TP0009 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	KF459952	1421350	82.410	99	1.19e-82	311	Genbank	Eukaryota / Annelida / Polychaeta / Phyllodocida / Goniadidae / Goniada / Goniada sp. TP0009
Otu15	Eisenia sp. ZUTC:5869 mitochondrial COI gene for cytochrome c oxidase subunit I, partial cds	LC278554	2014540	82.143	99	1.45e-81	307	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Lumbricidae / Eisenia / Eisenia sp. ZUTC:5869
Otu15	Glycera sp. Vd1(b)-Gly cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	KY775635	2066874	81.935	100	1.45e-81	307	Genbank	Eukaryota / Annelida / Polychaeta / Phyllodocida / Glyceridae / Glycera / Glycera sp. Vd1(b)-Gly
Otu15	Goniada sp. 11BIOAK-1253 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121264	2109033	81.433	99	2.63e-78	297	Genbank	Eukaryota / Annelida / Polychaeta / Phyllodocida / Goniadidae / Goniada / Goniada sp. 11BIOAK-1253
Otu15	Dolichopoda kiriakii voucher AGH2 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	EF217015	441344	81.879	96	9.17e-78	295	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Dolichopoda / Dolichopoda kiriakii
Otu15	Procladius sp. BOLD:AAG3918 voucher BIOUG03828-C04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KJ445186	1473836	81.818	96	3.20e-77	293	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Chironomidae / Procladius / Procladius sp. BOLD:AAG3918
Otu15	Nais communis isolate NAI2fd cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product	AF534845	188228	80.906	99	1.12e-76	291	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Naididae / Nais / Nais communis
Otu15	Halosydna brevisetosa voucher BMBM-0105 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MH242774	328596	81.188	98	3.90e-76	289	Genbank	Eukaryota / Annelida / Polychaeta / Phyllodocida / Polynoidae / Halosydna / Halosydna brevisetosa
Otu15	Haplotaxida sp. BOLD:AAN7514 voucher BIOUG<CAN>:08BBANN-133 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ920540	975064	80.984	98	3.90e-76	289	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / unknown family / unknown genus / Haplotaxida sp. BOLD:AAN7514
Otu15	Dolichopoda kiriakii voucher AGH1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	EF217014	441344	81.544	96	3.90e-76	289	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Dolichopoda / Dolichopoda kiriakii
Otu15	Leonnates decipiens isolate MY3(c)-Nerd cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	KY775634	2066907	80.583	99	1.36e-75	288	Genbank	Eukaryota / Annelida / Polychaeta / Phyllodocida / Nereididae / Leonnates / Leonnates decipiens
Otu15	Orthocladiinae sp. G_BA7_44 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF458779	2028021	81.481	96	1.36e-75	288	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Chironomidae / unknown genus / Orthocladiinae sp. G_BA7_44
Otu15	Orthocladiinae sp. G_BA8_45 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF458778	2028022	81.481	96	1.36e-75	288	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Chironomidae / unknown genus / Orthocladiinae sp. G_BA8_45
Otu15	Orthocladiinae sp. G_BA5 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF458777	2028020	81.481	96	1.36e-75	288	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Chironomidae / unknown genus / Orthocladiinae sp. G_BA5
Otu15	Procladius sp. BOLD:AAG3918 voucher 2-2N14 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KR085368	1473836	81.481	96	1.36e-75	288	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Chironomidae / Procladius / Procladius sp. BOLD:AAG3918
Otu15	Discobola annulata voucher 08BBDIP-1623 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KM570173	1690375	81.481	96	1.36e-75	288	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Limoniidae / Discobola / Discobola annulata
Otu15	Procladius sp. BOLD:AAG3918 voucher BIOUG03828-F05 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KJ209163	1473836	81.481	96	1.36e-75	288	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Chironomidae / Procladius / Procladius sp. BOLD:AAG3918
Otu15	Progoniada regularis isolate st. 605b cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	KJ847308	715982	80.921	98	1.36e-75	288	Genbank	Eukaryota / Annelida / Polychaeta / Phyllodocida / Goniadidae / Progoniada / Progoniada regularis
Otu15	Megascolecidae sp. Me_168 mitochondrial COI gene for cytochrome oxidase subunit I, partial cds	LC200100	1925971	81.311	98	4.75e-75	286	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Megascolecidae / unknown genus / Megascolecidae sp. Me_168
Otu15	Halosydna brevisetosa voucher BMBM-0604 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MH242778	328596	80.858	98	4.75e-75	286	Genbank	Eukaryota / Annelida / Polychaeta / Phyllodocida / Polynoidae / Halosydna / Halosydna brevisetosa
Otu15	Halosydna brevisetosa voucher BMBM-0109 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MH242776	328596	80.858	98	4.75e-75	286	Genbank	Eukaryota / Annelida / Polychaeta / Phyllodocida / Polynoidae / Halosydna / Halosydna brevisetosa
Otu15	Elaphropus quadrisignatus voucher ZFMK-TIS-2512199 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KU912581	795059	81.208	96	4.75e-75	286	Genbank	Eukaryota / Arthropoda / Insecta / Coleoptera / Carabidae / Elaphropus / Elaphropus quadrisignatus
Otu15	Elaphropus quadrisignatus voucher ZFMK-TIS-2521404 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KU911687	795059	81.208	96	4.75e-75	286	Genbank	Eukaryota / Arthropoda / Insecta / Coleoptera / Carabidae / Elaphropus / Elaphropus quadrisignatus
Otu15	Elaphropus quadrisignatus voucher ZFMK-TIS-2512200 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KU910537	795059	81.208	96	4.75e-75	286	Genbank	Eukaryota / Arthropoda / Insecta / Coleoptera / Carabidae / Elaphropus / Elaphropus quadrisignatus
Otu15	Elaphropus quadrisignatus voucher ZFMK-TIS-2501107 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KU910208	795059	81.208	96	4.75e-75	286	Genbank	Eukaryota / Arthropoda / Insecta / Coleoptera / Carabidae / Elaphropus / Elaphropus quadrisignatus
Otu15	Halosydna brevisetosa voucher 11BIOAK-1234 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121323	328596	80.858	98	4.75e-75	286	Genbank	Eukaryota / Annelida / Polychaeta / Phyllodocida / Polynoidae / Halosydna / Halosydna brevisetosa
Otu15	Amynthas vittatus isolate E2965 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial	KX400714	506674	80.519	99	4.75e-75	286	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Megascolecidae / Amynthas / Amynthas vittatus
Otu15	Amynthas vittatus isolate E2964 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial	KX400713	506674	80.519	99	4.75e-75	286	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Megascolecidae / Amynthas / Amynthas vittatus
Otu15	Lumbricillus rubidus isolate CE2551 cytochrome c oxidase subunit 1 gene, partial cds; mitochondrial	KU894153	1812983	80.519	99	4.75e-75	286	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Lumbricillus / Lumbricillus rubidus
Otu15	Lumbricillus rubidus isolate CE2553 cytochrome c oxidase subunit 1 gene, partial cds; mitochondrial	KU894152	1812983	80.519	99	4.75e-75	286	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Lumbricillus / Lumbricillus rubidus
Otu15	Lumbricillus rubidus isolate CE2549 cytochrome c oxidase subunit 1 gene, partial cds; mitochondrial	KU894094	1812983	80.519	99	4.75e-75	286	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Lumbricillus / Lumbricillus rubidus
Otu15	Halosydna brevisetosa voucher BIOUG<CAN>:BAMPOL0441 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HM473404	328596	80.858	98	4.75e-75	286	Genbank	Eukaryota / Annelida / Polychaeta / Phyllodocida / Polynoidae / Halosydna / Halosydna brevisetosa
Otu15	Halosydna brevisetosa voucher BIOUG<CAN>:BAMPOL0429 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HM473403	328596	80.858	98	4.75e-75	286	Genbank	Eukaryota / Annelida / Polychaeta / Phyllodocida / Polynoidae / Halosydna / Halosydna brevisetosa
Otu15	Halosydna brevisetosa voucher BIOUG<CAN>:BAMPOL0228 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HM473400	328596	80.858	98	4.75e-75	286	Genbank	Eukaryota / Annelida / Polychaeta / Phyllodocida / Polynoidae / Halosydna / Halosydna brevisetosa
Otu15	Diptera sp. BOLD:AAM6283 voucher BIOUG<CAN>:09BBEDI-2894 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ552011	917198	81.208	96	4.75e-75	286	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / unknown family / unknown genus / Diptera sp. BOLD:AAM6283
Otu15	Elaphropus quadrisignatus voucher GBOL_Col_FK_9130 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KM440182	795059	81.208	96	4.75e-75	286	Genbank	Eukaryota / Arthropoda / Insecta / Coleoptera / Carabidae / Elaphropus / Elaphropus quadrisignatus
Otu15	Amynthas vittatus mitochondrial COI gene for cytochrome oxidase subunit 1, partial cds, isolate: Avit-1840	AB542573	506674	80.519	99	4.75e-75	286	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Megascolecidae / Amynthas / Amynthas vittatus
Otu15	Amynthas vittatus mitochondrial COI gene for cytochrome oxidase subunit 1, partial cds, isolate: Avit-1658	AB542571	506674	80.519	99	4.75e-75	286	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Megascolecidae / Amynthas / Amynthas vittatus
Otu15	Amynthas vittatus mitochondrial COI gene for cytochrome oxidase subunit 1, partial cds, isolate: Avit-1711	AB542568	506674	80.519	99	4.75e-75	286	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Megascolecidae / Amynthas / Amynthas vittatus
Otu15	Amynthas vittatus mitochondrial COI gene for cytochrome oxidase subunit 1, partial cds, isolate: Avit-1801	AB542567	506674	80.519	99	4.75e-75	286	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Megascolecidae / Amynthas / Amynthas vittatus
Otu15	Amynthas vittatus mitochondrial COI gene for cytochrome oxidase subunit 1, partial cds, isolate: Avit-2075	AB542566	506674	80.519	99	4.75e-75	286	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Megascolecidae / Amynthas / Amynthas vittatus
Otu15	Elaphropus quadrisignatus voucher ZFMK_COL_2009_439 cytochrome c oxidase subunit I (CO1) gene, partial cds; mitochondrial	GU347199	795059	81.208	96	4.75e-75	286	Genbank	Eukaryota / Arthropoda / Insecta / Coleoptera / Carabidae / Elaphropus / Elaphropus quadrisignatus
Otu15	Amynthas vittatus mitochondrial COI gene for cytochrome oxidase subunit I, isolate: Avit1710	AB537425	506674	80.519	99	4.75e-75	286	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Megascolecidae / Amynthas / Amynthas vittatus
Otu15	Amynthas vittatus mitochondrial COI gene for cytochrome oxidase subunit 1, partial cds, specimen_voucher: Amyn0001	AB425818	506674	80.519	99	4.75e-75	286	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Megascolecidae / Amynthas / Amynthas vittatus
Otu15	Limoniidae sp. BIOUG20575-G07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF884151	2215261	81.145	96	1.66e-74	284	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Limoniidae / unknown genus / Limoniidae sp. BIOUG20575-G07
Otu15	Megascolecidae sp. Me_352 mitochondrial COI gene for cytochrome oxidase subunit I, partial cds	LC200162	1926013	80.906	99	1.66e-74	284	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Megascolecidae / unknown genus / Megascolecidae sp. Me_352
Otu15	Anthomyiidae sp. BIOUG02376-C06 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KY847466	1999824	80.323	100	1.66e-74	284	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Anthomyiidae / unknown genus / Anthomyiidae sp. BIOUG02376-C06
Otu15	Anthomyiidae sp. BIOUG02375-F08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KY846776	1999823	80.323	100	1.66e-74	284	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Anthomyiidae / unknown genus / Anthomyiidae sp. BIOUG02375-F08
Otu15	Anthomyiidae sp. BIOUG02545-D05 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KY846404	1999821	80.323	100	1.66e-74	284	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Anthomyiidae / unknown genus / Anthomyiidae sp. BIOUG02545-D05
Otu15	Anthomyiidae sp. BIOUG02375-A01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KY845831	1999819	80.323	100	1.66e-74	284	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Anthomyiidae / unknown genus / Anthomyiidae sp. BIOUG02375-A01
Otu15	Anthomyiidae sp. BIOUG02375-G05 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KY845555	1999818	80.323	100	1.66e-74	284	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Anthomyiidae / unknown genus / Anthomyiidae sp. BIOUG02375-G05
Otu15	Anthomyiidae sp. BIOUG02391-F08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KY845056	1999817	80.323	100	1.66e-74	284	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Anthomyiidae / unknown genus / Anthomyiidae sp. BIOUG02391-F08
Otu15	Anthomyiidae sp. BIOUG02367-H01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KY844650	1999812	80.323	100	1.66e-74	284	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Anthomyiidae / unknown genus / Anthomyiidae sp. BIOUG02367-H01
Otu15	Anthomyiidae sp. BIOUG02376-C09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KY844615	1999811	80.323	100	1.66e-74	284	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Anthomyiidae / unknown genus / Anthomyiidae sp. BIOUG02376-C09
Otu15	Anthomyiidae sp. BIOUG02139-A03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KY844540	1999810	80.323	100	1.66e-74	284	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Anthomyiidae / unknown genus / Anthomyiidae sp. BIOUG02139-A03
Otu15	Anthomyiidae sp. BIOUG02370-B08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KY844503	1999809	80.323	100	1.66e-74	284	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Anthomyiidae / unknown genus / Anthomyiidae sp. BIOUG02370-B08
Otu15	Anthomyiidae sp. BIOUG02375-C08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KY844350	1999807	80.323	100	1.66e-74	284	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Anthomyiidae / unknown genus / Anthomyiidae sp. BIOUG02375-C08
Otu15	Anthomyiidae sp. BIOUG02376-G10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KY836137	1991041	80.323	100	1.66e-74	284	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Anthomyiidae / unknown genus / Anthomyiidae sp. BIOUG02376-G10
Otu15	Anthomyiidae sp. BIOUG02370-A07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KY836014	1991040	80.323	100	1.66e-74	284	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Anthomyiidae / unknown genus / Anthomyiidae sp. BIOUG02370-A07
Otu15	Anthomyiidae sp. BIOUG02375-D12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KY834940	1991035	80.323	100	1.66e-74	284	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Anthomyiidae / unknown genus / Anthomyiidae sp. BIOUG02375-D12
Otu15	Anthomyiidae sp. BIOUG02370-E07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KY834891	1991034	80.323	100	1.66e-74	284	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Anthomyiidae / unknown genus / Anthomyiidae sp. BIOUG02370-E07
